R,G,B,R_out,G_out,B_out
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0625,-0.012138375,0.0057801875,0.0653915625
0.0,0.0,0.125,-0.02427675,0.011560375,0.130783125
0.0,0.0,0.1875,-0.036415125,0.0173405625,0.1961746875
0.0,0.0,0.25,-0.0485535,0.02312075,0.26156625
0.0,0.0,0.3125,-0.060691875,0.028900937499999998,0.3269578125
0.0,0.0,0.375,-0.07283025,0.034681125,0.392349375
0.0,0.0,0.4375,-0.08496862499999999,0.0404613125,0.4577409375
0.0,0.0,0.5,-0.097107,0.0462415,0.5231325
0.0,0.0,0.5625,-0.109245375,0.0520216875,0.5885240625
0.0,0.0,0.625,-0.12138375,0.057801874999999996,0.653915625
0.0,0.0,0.6875,-0.133522125,0.0635820625,0.7193071875
0.0,0.0,0.75,-0.1456605,0.06936225,0.78469875
0.0,0.0,0.8125,-0.157798875,0.07514243749999999,0.8500903125
0.0,0.0,0.875,-0.16993724999999998,0.080922625,0.915481875
0.0,0.0,0.9375,-0.182075625,0.08670281249999999,0.9808734375
0.0,0.0,1.0,-0.194214,0.092483,1.046265
0.0,0.0625,0.0,0.061896125,0.049658875,-0.0025651875
0.0,0.0625,0.0625,0.04975775,0.0554390625,0.062826375
0.0,0.0625,0.125,0.037619375000000004,0.061219249999999996,0.1282179375
0.0,0.0625,0.1875,0.025481000000000004,0.0669994375,0.1936095
0.0,0.0625,0.25,0.013342625000000004,0.072779625,0.2590010625
0.0,0.0625,0.3125,0.001204250000000004,0.07855981249999999,0.324392625
0.0,0.0625,0.375,-0.010934124999999996,0.08434,0.3897841875
0.0,0.0625,0.4375,-0.02307249999999999,0.0901201875,0.45517575
0.0,0.0625,0.5,-0.035210874999999996,0.095900375,0.5205673125
0.0,0.0625,0.5625,-0.04734925,0.10168056249999999,0.585958875
0.0,0.0625,0.625,-0.059487624999999995,0.10746075,0.6513504375
0.0,0.0625,0.6875,-0.071626,0.1132409375,0.716742
0.0,0.0625,0.75,-0.083764375,0.119021125,0.7821335625
0.0,0.0625,0.8125,-0.09590275000000001,0.12480131249999998,0.847525125
0.0,0.0625,0.875,-0.10804112499999999,0.1305815,0.9129166875
0.0,0.0625,0.9375,-0.1201795,0.1363616875,0.97830825
0.0,0.0625,1.0,-0.132317875,0.142141875,1.0436998125
0.0,0.125,0.0,0.12379225,0.09931775,-0.005130375
0.0,0.125,0.0625,0.11165387500000001,0.1050979375,0.0602611875
0.0,0.125,0.125,0.0995155,0.110878125,0.12565275
0.0,0.125,0.1875,0.087377125,0.1166583125,0.1910443125
0.0,0.125,0.25,0.07523875000000001,0.12243849999999999,0.256435875
0.0,0.125,0.3125,0.06310037500000001,0.12821868749999998,0.3218274375
0.0,0.125,0.375,0.05096200000000001,0.133998875,0.387219
0.0,0.125,0.4375,0.038823625000000014,0.1397790625,0.4526105625
0.0,0.125,0.5,0.026685250000000008,0.14555925,0.518002125
0.0,0.125,0.5625,0.014546875,0.1513394375,0.5833936875
0.0,0.125,0.625,0.002408500000000008,0.15711962499999998,0.64878525
0.0,0.125,0.6875,-0.009729874999999985,0.1628998125,0.7141768125
0.0,0.125,0.75,-0.021868249999999992,0.16868,0.779568375
0.0,0.125,0.8125,-0.034006625,0.17446018749999997,0.8449599375
0.0,0.125,0.875,-0.04614499999999998,0.180240375,0.9103515
0.0,0.125,0.9375,-0.058283374999999985,0.1860205625,0.9757430625
0.0,0.125,1.0,-0.07042174999999999,0.19180075,1.041134625
0.0,0.1875,0.0,0.18568837500000002,0.148976625,-0.007695562500000001
0.0,0.1875,0.0625,0.17355,0.1547568125,0.057696
0.0,0.1875,0.125,0.161411625,0.160537,0.1230875625
0.0,0.1875,0.1875,0.14927325000000002,0.1663171875,0.188479125
0.0,0.1875,0.25,0.13713487500000002,0.172097375,0.2538706875
0.0,0.1875,0.3125,0.12499650000000001,0.1778775625,0.31926225
0.0,0.1875,0.375,0.11285812500000002,0.18365775,0.3846538125
0.0,0.1875,0.4375,0.10071975000000002,0.1894379375,0.450045375
0.0,0.1875,0.5,0.08858137500000002,0.195218125,0.5154369375
0.0,0.1875,0.5625,0.07644300000000001,0.2009983125,0.5808285
0.0,0.1875,0.625,0.06430462500000002,0.2067785,0.6462200625
0.0,0.1875,0.6875,0.052166250000000025,0.2125586875,0.711611625
0.0,0.1875,0.75,0.04002787500000002,0.218338875,0.7770031875
0.0,0.1875,0.8125,0.02788950000000001,0.2241190625,0.84239475
0.0,0.1875,0.875,0.015751125000000032,0.22989925,0.9077863125
0.0,0.1875,0.9375,0.0036127500000000257,0.23567943749999998,0.973177875
0.0,0.1875,1.0,-0.008525624999999981,0.241459625,1.0385694375
0.0,0.25,0.0,0.2475845,0.1986355,-0.01026075
0.0,0.25,0.0625,0.235446125,0.2044156875,0.0551308125
0.0,0.25,0.125,0.22330775000000003,0.210195875,0.120522375
0.0,0.25,0.1875,0.21116937500000002,0.21597606249999998,0.1859139375
0.0,0.25,0.25,0.199031,0.22175625,0.2513055
0.0,0.25,0.3125,0.186892625,0.2275364375,0.3166970625
0.0,0.25,0.375,0.17475425,0.233316625,0.382088625
0.0,0.25,0.4375,0.16261587500000002,0.23909681249999998,0.4474801875
0.0,0.25,0.5,0.15047750000000001,0.24487699999999998,0.51287175
0.0,0.25,0.5625,0.138339125,0.2506571875,0.5782633125
0.0,0.25,0.625,0.12620075000000003,0.25643737499999997,0.643654875
0.0,0.25,0.6875,0.11406237500000002,0.2622175625,0.7090464375
0.0,0.25,0.75,0.10192400000000001,0.26799775,0.774438
0.0,0.25,0.8125,0.08978562500000001,0.2737779375,0.8398295625
0.0,0.25,0.875,0.07764725000000003,0.279558125,0.905221125
0.0,0.25,0.9375,0.06550887500000002,0.28533831249999997,0.9706126875
0.0,0.25,1.0,0.053370500000000015,0.2911185,1.03600425
0.0,0.3125,0.0,0.309480625,0.24829437499999998,-0.0128259375
0.0,0.3125,0.0625,0.29734225000000003,0.2540745625,0.052565625
0.0,0.3125,0.125,0.285203875,0.25985474999999997,0.1179571875
0.0,0.3125,0.1875,0.2730655,0.2656349375,0.18334875
0.0,0.3125,0.25,0.26092712500000004,0.271415125,0.2487403125
0.0,0.3125,0.3125,0.24878875,0.27719531249999996,0.314131875
0.0,0.3125,0.375,0.23665037500000002,0.2829755,0.3795234375
0.0,0.3125,0.4375,0.22451200000000002,0.28875568749999997,0.444915
0.0,0.3125,0.5,0.212373625,0.294535875,0.5103065625
0.0,0.3125,0.5625,0.20023525,0.3003160625,0.575698125
0.0,0.3125,0.625,0.188096875,0.30609624999999996,0.6410896875
0.0,0.3125,0.6875,0.17595850000000002,0.3118764375,0.70648125
0.0,0.3125,0.75,0.163820125,0.31765662499999997,0.7718728125
0.0,0.3125,0.8125,0.15168175,0.3234368125,0.837264375
0.0,0.3125,0.875,0.13954337500000003,0.329217,0.9026559375
0.0,0.3125,0.9375,0.12740500000000002,0.33499718749999996,0.9680475
0.0,0.3125,1.0,0.11526662500000001,0.340777375,1.0334390625
0.0,0.375,0.0,0.37137675000000003,0.29795325,-0.015391125000000002
0.0,0.375,0.0625,0.35923837500000005,0.3037334375,0.050000437499999995
0.0,0.375,0.125,0.3471,0.309513625,0.115392
0.0,0.375,0.1875,0.33496162500000004,0.3152938125,0.1807835625
0.0,0.375,0.25,0.32282325,0.321074,0.246175125
0.0,0.375,0.3125,0.310684875,0.3268541875,0.3115666875
0.0,0.375,0.375,0.29854650000000005,0.332634375,0.37695825
0.0,0.375,0.4375,0.286408125,0.3384145625,0.4423498125
0.0,0.375,0.5,0.27426975000000003,0.34419475,0.507741375
0.0,0.375,0.5625,0.26213137500000006,0.34997493749999997,0.5731329375
0.0,0.375,0.625,0.24999300000000002,0.355755125,0.6385245
0.0,0.375,0.6875,0.23785462500000004,0.3615353125,0.7039160625
0.0,0.375,0.75,0.22571625000000003,0.3673155,0.769307625
0.0,0.375,0.8125,0.21357787500000003,0.3730956875,0.8346991875
0.0,0.375,0.875,0.20143950000000005,0.378875875,0.90009075
0.0,0.375,0.9375,0.18930112500000004,0.3846560625,0.9654823125
0.0,0.375,1.0,0.17716275000000004,0.39043625,1.030873875
0.0,0.4375,0.0,0.433272875,0.347612125,-0.017956312500000002
0.0,0.4375,0.0625,0.4211345,0.35339231249999997,0.04743525
0.0,0.4375,0.125,0.408996125,0.3591725,0.1128268125
0.0,0.4375,0.1875,0.39685775,0.3649526875,0.17821837499999998
0.0,0.4375,0.25,0.384719375,0.370732875,0.24360993749999998
0.0,0.4375,0.3125,0.372581,0.3765130625,0.3090015
0.0,0.4375,0.375,0.360442625,0.38229325,0.3743930625
0.0,0.4375,0.4375,0.34830425,0.3880734375,0.439784625
0.0,0.4375,0.5,0.336165875,0.393853625,0.5051761875
0.0,0.4375,0.5625,0.3240275,0.39963381249999996,0.57056775
0.0,0.4375,0.625,0.311889125,0.405414,0.6359593125
0.0,0.4375,0.6875,0.29975075,0.4111941875,0.701350875
0.0,0.4375,0.75,0.28761237500000003,0.416974375,0.7667424375
0.0,0.4375,0.8125,0.275474,0.4227545625,0.832134
0.0,0.4375,0.875,0.263335625,0.42853474999999996,0.8975255625
0.0,0.4375,0.9375,0.25119725000000004,0.4343149375,0.962917125
0.0,0.4375,1.0,0.239058875,0.440095125,1.0283086875
0.0,0.5,0.0,0.495169,0.397271,-0.0205215
0.0,0.5,0.0625,0.48303062500000005,0.40305118749999996,0.0448700625
0.0,0.5,0.125,0.47089225,0.408831375,0.110261625
0.0,0.5,0.1875,0.45875387500000003,0.4146115625,0.1756531875
0.0,0.5,0.25,0.44661550000000005,0.42039175,0.24104475
0.0,0.5,0.3125,0.434477125,0.4261719375,0.3064363125
0.0,0.5,0.375,0.42233875000000004,0.43195212499999996,0.371827875
0.0,0.5,0.4375,0.41020037500000006,0.4377323125,0.4372194375
0.0,0.5,0.5,0.398062,0.4435125,0.502611
0.0,0.5,0.5625,0.385923625,0.44929268749999995,0.5680025625
0.0,0.5,0.625,0.37378525,0.455072875,0.633394125
0.0,0.5,0.6875,0.36164687500000003,0.46085306249999997,0.6987856875
0.0,0.5,0.75,0.3495085,0.46663325,0.76417725
0.0,0.5,0.8125,0.337370125,0.4724134375,0.8295688125
0.0,0.5,0.875,0.32523175000000004,0.47819362499999996,0.894960375
0.0,0.5,0.9375,0.313093375,0.4839738125,0.9603519375
0.0,0.5,1.0,0.30095500000000003,0.48975399999999997,1.0257435
0.0,0.5625,0.0,0.557065125,0.446929875,-0.0230866875
0.0,0.5625,0.0625,0.54492675,0.45271006249999995,0.042304875
0.0,0.5625,0.125,0.5327883750000001,0.45849025,0.10769643749999999
0.0,0.5625,0.1875,0.5206500000000001,0.46427043749999997,0.173088
0.0,0.5625,0.25,0.508511625,0.470050625,0.2384795625
0.0,0.5625,0.3125,0.49637325000000004,0.4758308125,0.303871125
0.0,0.5625,0.375,0.48423487500000006,0.48161099999999996,0.3692626875
0.0,0.5625,0.4375,0.47209650000000003,0.4873911875,0.43465425
0.0,0.5625,0.5,0.45995812500000005,0.49317137499999997,0.5000458125
0.0,0.5625,0.5625,0.44781975000000007,0.49895156249999995,0.565437375
0.0,0.5625,0.625,0.43568137500000004,0.5047317499999999,0.6308289375
0.0,0.5625,0.6875,0.42354300000000006,0.5105119375,0.6962205
0.0,0.5625,0.75,0.4114046250000001,0.516292125,0.7616120625
0.0,0.5625,0.8125,0.39926625000000004,0.5220723125,0.827003625
0.0,0.5625,0.875,0.38712787500000007,0.5278525,0.8923951875
0.0,0.5625,0.9375,0.3749895000000001,0.5336326874999999,0.95778675
0.0,0.5625,1.0,0.36285112500000005,0.539412875,1.0231783125
0.0,0.625,0.0,0.61896125,0.49658874999999997,-0.025651875
0.0,0.625,0.0625,0.606822875,0.5023689375,0.039739687499999996
0.0,0.625,0.125,0.5946845000000001,0.508149125,0.10513125
0.0,0.625,0.1875,0.582546125,0.5139293125,0.1705228125
0.0,0.625,0.25,0.57040775,0.5197094999999999,0.235914375
0.0,0.625,0.3125,0.5582693750000001,0.5254896874999999,0.3013059375
0.0,0.625,0.375,0.546131,0.531269875,0.3666975
0.0,0.625,0.4375,0.533992625,0.5370500625,0.4320890625
0.0,0.625,0.5,0.5218542500000001,0.54283025,0.497480625
0.0,0.625,0.5625,0.509715875,0.5486104374999999,0.5628721875
0.0,0.625,0.625,0.4975775,0.5543906249999999,0.62826375
0.0,0.625,0.6875,0.485439125,0.5601708125,0.6936553125
0.0,0.625,0.75,0.47330075000000005,0.565951,0.759046875
0.0,0.625,0.8125,0.461162375,0.5717311875,0.8244384375
0.0,0.625,0.875,0.44902400000000003,0.5775113749999999,0.88983
0.0,0.625,0.9375,0.43688562500000006,0.5832915624999999,0.9552215625
0.0,0.625,1.0,0.42474725,0.58907175,1.020613125
0.0,0.6875,0.0,0.680857375,0.546247625,-0.0282170625
0.0,0.6875,0.0625,0.668719,0.5520278125,0.0371745
0.0,0.6875,0.125,0.656580625,0.557808,0.1025660625
0.0,0.6875,0.1875,0.64444225,0.5635881875000001,0.167957625
0.0,0.6875,0.25,0.632303875,0.569368375,0.2333491875
0.0,0.6875,0.3125,0.6201655,0.5751485625,0.29874075
0.0,0.6875,0.375,0.608027125,0.58092875,0.3641323125
0.0,0.6875,0.4375,0.59588875,0.5867089375,0.429523875
